#TRO-Keyword;ID(long);Code;ModelCode;OriginCode;DestinationCode;AvailableDateOrigin;DesignatedPathCode;DueDateDestinaton;
#TRONXT-Keyword;TransportObjectCode;NextDispatchSiteCode;NextDispatchSiteArrivalDate;
#TROPTH-Keyword;TransportObjectCode;OptionIndex;PathCode;
TRO;1;veh0000000000001;Standard;GER01PLANT;FRA01DEAL;02/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/06/2025-00:00:00;
TROPTH;veh0000000000512;2;GER01PLANT->ITA01DEAL-276;
TRO;513;veh0000000000513;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;06/07/2025-00:00:00;
TRONXT;veh0000000000513;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000513;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000513;2;GER01PLANT->ITA01DEAL-276;
TRO;514;veh0000000000514;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;01/07/2025-00:00:00;
TRONXT;veh0000000000514;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000514;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000514;2;GER01PLANT->ITA01DEAL-276;
TRO;515;veh0000000000515;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;08/07/2025-00:00:00;
TRONXT;veh0000000000515;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000515;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000515;2;GER01PLANT->ITA01DEAL-276;
TRO;516;veh0000000000516;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000516;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000516;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000516;2;GER01PLANT->ITA01DEAL-276;
TRO;517;veh0000000000517;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;08/07/2025-00:00:00;
TRONXT;veh0000000000517;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000517;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000517;2;GER01PLANT->ITA01DEAL-276;
TRO;518;veh0000000000518;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000518;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000518;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000518;2;GER01PLANT->ITA01DEAL-276;
TRO;519;veh0000000000519;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;05/07/2025-00:00:00;
TRONXT;veh0000000000519;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000519;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000519;2;GER01PLANT->ITA01DEAL-276;
TRO;520;veh0000000000520;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000520;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000520;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000520;2;GER01PLANT->ITA01DEAL-276;
TRO;521;veh0000000000521;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;09/07/2025-00:00:00;
TRONXT;veh0000000000521;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000521;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000521;2;GER01PLANT->ITA01DEAL-276;
TRO;522;veh0000000000522;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;04/07/2025-00:00:00;
TRONXT;veh0000000000522;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000522;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000522;2;GER01PLANT->ITA01DEAL-276;
TRO;523;veh0000000000523;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;04/07/2025-00:00:00;
TRONXT;veh0000000000523;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000523;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000523;2;GER01PLANT->ITA01DEAL-276;
TRO;524;veh0000000000524;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;05/07/2025-00:00:00;
TRONXT;veh0000000000524;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000524;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000524;2;GER01PLANT->ITA01DEAL-276;
TRO;525;veh0000000000525;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;05/07/2025-00:00:00;
TRONXT;veh0000000000525;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000525;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000525;2;GER01PLANT->ITA01DEAL-276;
TRO;526;veh0000000000526;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;01/07/2025-00:00:00;
TRONXT;veh0000000000526;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000526;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000526;2;GER01PLANT->ITA01DEAL-276;
TRO;527;veh0000000000527;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000527;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000527;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000527;2;GER01PLANT->ITA01DEAL-276;
TRO;528;veh0000000000528;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/07/2025-00:00:00;
TRONXT;veh0000000000528;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000528;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000528;2;GER01PLANT->ITA01DEAL-276;
TRO;529;veh0000000000529;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;04/07/2025-00:00:00;
TRONXT;veh0000000000529;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000529;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000529;2;GER01PLANT->ITA01DEAL-276;
TRO;530;veh0000000000530;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;03/07/2025-00:00:00;
TRONXT;veh0000000000530;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000530;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000530;2;GER01PLANT->ITA01DEAL-276;
TRO;531;veh0000000000531;Standard;GER01PLANT;ITA01DEAL;30/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;14/07/2025-00:00:00;
TRONXT;veh0000000000531;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000531;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000531;2;GER01PLANT->ITA01DEAL-276;
TRO;532;veh0000000000532;Standard;GER01PLANT;ITA01DEAL;30/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000532;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000532;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000532;2;GER01PLANT->ITA01DEAL-276;
TRO;533;veh0000000000533;Standard;GER01PLANT;ITA01DEAL;30/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/07/2025-00:00:00;
TRONXT;veh0000000000533;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000533;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000533;2;GER01PLANT->ITA01DEAL-276;
TRO;534;veh0000000000534;Standard;GER01PLANT;ITA01DEAL;30/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;06/07/2025-00:00:00;
TRONXT;veh0000000000534;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000534;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000534;2;GER01PLANT->ITA01DEAL-276;
TRO;535;veh0000000000535;Standard;GER01PLANT;ITA01DEAL;30/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000535;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000535;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000535;2;GER01PLANT->ITA01DEAL-276;
TRO;536;veh0000000000536;Standard;GER01PLANT;ITA01DEAL;01/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/07/2025-00:00:00;
TRONXT;veh0000000000536;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000536;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000536;2;GER01PLANT->ITA01DEAL-276;
TRO;537;veh0000000000537;Standard;GER01PLANT;ITA01DEAL;01/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000537;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000537;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000537;2;GER01PLANT->ITA01DEAL-276;
TRO;538;veh0000000000538;Standard;GER01PLANT;ITA01DEAL;01/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/07/2025-00:00:00;
TRONXT;veh0000000000538;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000538;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000538;2;GER01PLANT->ITA01DEAL-276;
TRO;539;veh0000000000539;Standard;GER01PLANT;ITA01DEAL;01/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;09/07/2025-00:00:00;
TRONXT;veh0000000000539;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000539;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000539;2;GER01PLANT->ITA01DEAL-276;
TRO;540;veh0000000000540;Standard;GER01PLANT;ITA01DEAL;01/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000540;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000540;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000540;2;GER01PLANT->ITA01DEAL-276;
TRO;541;veh0000000000541;Standard;GER01PLANT;ITA01DEAL;02/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000541;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000541;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000541;2;GER01PLANT->ITA01DEAL-276;
TRO;542;veh0000000000542;Standard;GER01PLANT;ITA01DEAL;02/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000542;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000542;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000542;2;GER01PLANT->ITA01DEAL-276;
TRO;543;veh0000000000543;Standard;GER01PLANT;ITA01DEAL;02/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000543;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000543;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000543;2;GER01PLANT->ITA01DEAL-276;
TRO;544;veh0000000000544;Standard;GER01PLANT;ITA01DEAL;02/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000544;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000544;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000544;2;GER01PLANT->ITA01DEAL-276;
TRO;545;veh0000000000545;Standard;GER01PLANT;ITA01DEAL;02/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/07/2025-00:00:00;
TRONXT;veh0000000000545;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000545;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000545;2;GER01PLANT->ITA01DEAL-276;
TRO;546;veh0000000000546;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/07/2025-00:00:00;
TRONXT;veh0000000000546;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000546;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000546;2;GER01PLANT->ITA01DEAL-276;
TRO;547;veh0000000000547;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/07/2025-00:00:00;
TRONXT;veh0000000000547;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000547;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000547;2;GER01PLANT->ITA01DEAL-276;
TRO;548;veh0000000000548;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/07/2025-00:00:00;
TRONXT;veh0000000000548;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000548;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000548;2;GER01PLANT->ITA01DEAL-276;
TRO;549;veh0000000000549;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/07/2025-00:00:00;
TRONXT;veh0000000000549;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000549;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000549;2;GER01PLANT->ITA01DEAL-276;
TRO;550;veh0000000000550;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/07/2025-00:00:00;
TRONXT;veh0000000000550;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000550;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000550;2;GER01PLANT->ITA01DEAL-276;
TRO;551;veh0000000000551;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000551;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000551;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000551;2;GER01PLANT->ITA01DEAL-276;
TRO;552;veh0000000000552;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000552;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000552;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000552;2;GER01PLANT->ITA01DEAL-276;
TRO;553;veh0000000000553;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/07/2025-00:00:00;
TRONXT;veh0000000000553;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000553;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000553;2;GER01PLANT->ITA01DEAL-276;
TRO;554;veh0000000000554;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/07/2025-00:00:00;
TRONXT;veh0000000000554;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000554;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000554;2;GER01PLANT->ITA01DEAL-276;
TRO;555;veh0000000000555;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000555;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000555;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000555;2;GER01PLANT->ITA01DEAL-276;
TRO;556;veh0000000000556;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;09/07/2025-00:00:00;
TRONXT;veh0000000000556;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000556;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000556;2;GER01PLANT->ITA01DEAL-276;
TRO;557;veh0000000000557;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/07/2025-00:00:00;
TRONXT;veh0000000000557;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000557;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000557;2;GER01PLANT->ITA01DEAL-276;
TRO;558;veh0000000000558;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000558;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000558;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000558;2;GER01PLANT->ITA01DEAL-276;
TRO;559;veh0000000000559;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000559;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000559;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000559;2;GER01PLANT->ITA01DEAL-276;
TRO;560;veh0000000000560;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000560;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000560;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000560;2;GER01PLANT->ITA01DEAL-276;
TRO;561;veh0000000000561;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000561;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000561;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000561;2;GER01PLANT->ITA01DEAL-276;
TRO;562;veh0000000000562;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/07/2025-00:00:00;
TRONXT;veh0000000000562;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000562;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000562;2;GER01PLANT->ITA01DEAL-276;
TRO;563;veh0000000000563;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/07/2025-00:00:00;
TRONXT;veh0000000000563;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000563;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000563;2;GER01PLANT->ITA01DEAL-276;
TRO;564;veh0000000000564;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;09/07/2025-00:00:00;
TRONXT;veh0000000000564;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000564;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000564;2;GER01PLANT->ITA01DEAL-276;
TRO;565;veh0000000000565;Standard;GER01PLANT;ITA01DEAL;03/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/07/2025-00:00:00;
TRONXT;veh0000000000565;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000565;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000565;2;GER01PLANT->ITA01DEAL-276;
TRO;566;veh0000000000566;Standard;GER01PLANT;ITA01DEAL;07/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/07/2025-00:00:00;
TRONXT;veh0000000000566;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000566;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000566;2;GER01PLANT->ITA01DEAL-276;
TRO;567;veh0000000000567;Standard;GER01PLANT;ITA01DEAL;07/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000567;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000567;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000567;2;GER01PLANT->ITA01DEAL-276;
TRO;568;veh0000000000568;Standard;GER01PLANT;ITA01DEAL;07/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/07/2025-00:00:00;
TRONXT;veh0000000000568;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000568;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000568;2;GER01PLANT->ITA01DEAL-276;
TRO;569;veh0000000000569;Standard;GER01PLANT;ITA01DEAL;07/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/07/2025-00:00:00;
TRONXT;veh0000000000569;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000569;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000569;2;GER01PLANT->ITA01DEAL-276;
TRO;570;veh0000000000570;Standard;GER01PLANT;ITA01DEAL;07/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/07/2025-00:00:00;
TRONXT;veh0000000000570;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000570;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000570;2;GER01PLANT->ITA01DEAL-276;
TRO;571;veh0000000000571;Standard;GER01PLANT;ITA01DEAL;08/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;17/07/2025-00:00:00;
TRONXT;veh0000000000571;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000571;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000571;2;GER01PLANT->ITA01DEAL-276;
TRO;572;veh0000000000572;Standard;GER01PLANT;ITA01DEAL;08/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/07/2025-00:00:00;
TRONXT;veh0000000000572;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000572;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000572;2;GER01PLANT->ITA01DEAL-276;
TRO;573;veh0000000000573;Standard;GER01PLANT;ITA01DEAL;08/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/07/2025-00:00:00;
TRONXT;veh0000000000573;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000573;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000573;2;GER01PLANT->ITA01DEAL-276;
TRO;574;veh0000000000574;Standard;GER01PLANT;ITA01DEAL;08/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/07/2025-00:00:00;
TRONXT;veh0000000000574;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000574;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000574;2;GER01PLANT->ITA01DEAL-276;
TRO;575;veh0000000000575;Standard;GER01PLANT;ITA01DEAL;08/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/07/2025-00:00:00;
TRONXT;veh0000000000575;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000575;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000575;2;GER01PLANT->ITA01DEAL-276;
TRO;576;veh0000000000576;Standard;GER01PLANT;ITA01DEAL;09/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/07/2025-00:00:00;
TRONXT;veh0000000000576;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000576;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000576;2;GER01PLANT->ITA01DEAL-276;
TRO;577;veh0000000000577;Standard;GER01PLANT;ITA01DEAL;09/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/07/2025-00:00:00;
TRONXT;veh0000000000577;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000577;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000577;2;GER01PLANT->ITA01DEAL-276;
TRO;578;veh0000000000578;Standard;GER01PLANT;ITA01DEAL;09/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/07/2025-00:00:00;
TRONXT;veh0000000000578;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000578;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000578;2;GER01PLANT->ITA01DEAL-276;
TRO;579;veh0000000000579;Standard;GER01PLANT;ITA01DEAL;09/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/07/2025-00:00:00;
TRONXT;veh0000000000579;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000579;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000579;2;GER01PLANT->ITA01DEAL-276;
TRO;580;veh0000000000580;Standard;GER01PLANT;ITA01DEAL;09/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;20/07/2025-00:00:00;
TRONXT;veh0000000000580;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000580;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000580;2;GER01PLANT->ITA01DEAL-276;
TRO;581;veh0000000000581;Standard;GER01PLANT;ITA01DEAL;10/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/07/2025-00:00:00;
TRONXT;veh0000000000581;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000581;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000581;2;GER01PLANT->ITA01DEAL-276;
TRO;582;veh0000000000582;Standard;GER01PLANT;ITA01DEAL;10/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/07/2025-00:00:00;
TRONXT;veh0000000000582;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000582;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000582;2;GER01PLANT->ITA01DEAL-276;
TRO;583;veh0000000000583;Standard;GER01PLANT;ITA01DEAL;10/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/07/2025-00:00:00;
TRONXT;veh0000000000583;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000583;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000583;2;GER01PLANT->ITA01DEAL-276;
TRO;584;veh0000000000584;Standard;GER01PLANT;ITA01DEAL;10/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/07/2025-00:00:00;
TRONXT;veh0000000000584;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000584;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000584;2;GER01PLANT->ITA01DEAL-276;
TRO;585;veh0000000000585;Standard;GER01PLANT;ITA01DEAL;10/07/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/07/2025-00:00:00;
TRONXT;veh0000000000585;GER01PLANT;10/07/2025-00:00:00;
